5,67
10,252
20,1000
50,4817
5,60
10,280
20,1262
50,4913
5,51
10,300
20,1540
50,5089
5,86
10,340
20,1267
50,5202
5,75
10,328
20,1320
50,6493
5,45
10,340
20,1320
50,5217
5,53
10,450
20,1085
50,6009
5,46
10,320
20,1609
50,4803
5,36
10,275
20,880
50,5551
5,62
10,301
20,1440
50,4250
