5,782
10,1462
20,4275
50,13704
5,485
10,1894
20,1758
50,8256
5,456
10,1857
20,2025
50,11573
5,603
10,538
20,5049
50,15032
5,344
10,1124
20,1412
50,13402
5,89
10,942
20,1581
50,14882
5,664
10,619
20,4534
50,12224
5,632
10,1792
20,5890
50,11644
5,572
10,1049
20,3465
50,11477
5,627
10,1972
20,2443
50,9882
