5,5
10,30
20,20
50,450
5,0
10,10
20,20
50,400
5,10
10,10
20,60
50,300
5,5
10,10
20,80
50,250
5,0
10,0
20,60
50,200
5,0
10,10
20,40
50,250
5,0
10,30
20,20
50,450
5,0
10,20
20,40
50,300
5,0
10,10
20,0
50,350
5,5
10,40
20,120
50,350
